k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
91,40,near_reuse,1,0.1206,1888,0,0,1920
92,57,one_shot,0,1.1205,0,0,0,16
93,9,repeated,2,0.0699,0,0,0,1920
94,1,far_reuse,0,3.4769,0,0,0,16
95,58,repeated,1,3.4233,1920,0,0,1936
96,44,repeated,0,1.1128,0,0,0,16
97,32,far_reuse,0,5.2744,0,0,0,16
98,51,near_reuse,1,0.121,1904,0,0,1920
99,47,near_reuse,0,4.7259,0,0,0,16
100,23,repeated,1,3.0704,1904,0,0,1920
101,63,repeated,2,3.9086,1904,0,0,1920
102,36,near_reuse,1,0.1754,1904,0,0,1920
103,61,one_shot,0,1.0932,0,0,0,16
104,32,far_reuse,1,0.0669,0,0,0,1920
105,24,far_reuse,1,3.7445,1904,0,0,1920
106,44,repeated,2,0.0802,0,0,0,1936
107,35,far_reuse,1,1.9739,1904,0,0,1920
108,1,far_reuse,1,0.1184,1920,0,0,1936
109,25,repeated,2,0.9049,1904,0,0,1920
110,5,repeated,2,1.266,1904,0,0,1920
111,55,repeated,2,0.983,1904,0,0,1920
112,7,far_reuse,1,1.5942,1904,0,0,1920
113,47,near_reuse,1,0.1161,1904,0,0,1920
114,58,repeated,2,1.0206,1920,0,0,1936
115,43,repeated,2,0.5396,1920,0,0,1936
116,18,far_reuse,1,0.6799,1904,0,0,1920
117,17,repeated,2,0.5646,1904,0,0,1920
118,17,repeated,1,0.0494,0,0,0,1920
119,53,far_reuse,1,0.4538,1904,0,0,1920
120,44,repeated,1,0.8047,1920,0,0,1936
121,23,repeated,2,0.5658,1904,0,0,1920
122,20,repeated,2,0.7564,1904,0,0,1920
123,49,far_reuse,1,0.9117,1904,0,0,1920
124,13,far_reuse,1,2.6183,1904,0,0,1920
125,38,far_reuse,1,0.9077,1904,0,0,1920
126,41,repeated,2,0.96,1904,0,0,1920
127,28,far_reuse,1,1.0631,1904,0,0,1920
