tag,runner,design,block,i,chat_id,turn,prompt_tokens,ttft_s,cpu_s,matched_tokens,cached_tokens,ssd_read_ios,ssd_read_bytes,store_ios,store_bytes
v2-D-b64,v2,D,64,32,32,1,2032,1.148,5.508,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,33,33,1,64,0.0292,0.0262,0,0,0,0,0,0
v2-D-b64,v2,D,64,34,34,1,2032,3.8839,18.2748,0,112,0,0,32,671088640
v2-D-b64,v2,D,64,35,35,1,2032,1.1551,0.1989,0,0,0,0,0,0
v2-D-b64,v2,D,64,36,36,1,1616,0.7712,0.1711,0,16,0,0,14,293601280
v2-D-b64,v2,D,64,37,37,1,2032,5.8111,6.5898,1696,1984,27,555745280,56,1174405120
v2-D-b64,v2,D,64,38,38,1,496,0.4056,0.6766,0,16,0,0,7,146800640
v2-D-b64,v2,D,64,39,39,1,48,0.629,0.1421,0,16,0,0,0,0
v2-D-b64,v2,D,64,40,40,2,2032,0.5358,1.6214,1712,1728,27,560988160,4,83886080
v2-D-b64,v2,D,64,41,41,1,2032,1.1516,16.5988,0,0,0,0,16,335544320
v2-D-b64,v2,D,64,42,42,1,816,0.2494,0.0606,0,112,0,0,0,0
v2-D-b64,v2,D,64,43,43,1,2032,1.1548,0.2605,0,16,0,0,14,293601280
v2-D-b64,v2,D,64,44,44,1,2032,5.4918,6.7264,1696,1984,27,555745280,43,901775360
v2-D-b64,v2,D,64,45,45,1,2032,1.153,17.8142,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,46,46,1,128,0.0341,0.0342,0,0,0,0,0,0
v2-D-b64,v2,D,64,47,47,1,896,3.0147,4.384,0,112,0,0,29,608174080
v2-D-b64,v2,D,64,48,48,1,1760,1.938,13.4162,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,49,49,1,2032,0.0576,0.0319,0,2016,0,0,0,0
v2-D-b64,v2,D,64,50,50,1,2032,1.1569,0.5152,0,16,0,0,1,20971520
v2-D-b64,v2,D,64,51,51,1,2032,0.0683,0.0964,0,2016,0,0,0,0
v2-D-b64,v2,D,64,52,52,1,2032,4.6429,19.2758,0,80,0,0,56,1174405120
v2-D-b64,v2,D,64,53,53,1,240,2.7564,1.1019,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,54,54,1,2032,0.0708,0.0596,0,2016,0,0,0,0
v2-D-b64,v2,D,64,55,55,1,2032,1.1582,17.8796,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,56,56,1,336,2.5516,0.9297,0,112,0,0,19,398458880
v2-D-b64,v2,D,64,57,57,1,2032,1.1688,17.3098,0,32,0,0,16,335544320
v2-D-b64,v2,D,64,58,58,1,160,0.0406,0.0319,0,0,0,0,0,0
v2-D-b64,v2,D,64,59,59,1,2032,0.0584,0.0435,0,2016,0,0,0,0
v2-D-b64,v2,D,64,60,60,1,1152,0.4292,0.1725,0,0,0,0,1,20971520
v2-D-b64,v2,D,64,61,61,1,624,2.4488,1.0536,0,112,0,0,33,692060160
v2-D-b64,v2,D,64,62,62,1,2032,2.6787,16.9439,0,112,0,0,25,524288000
v2-D-b64,v2,D,64,63,63,1,2032,3.6479,18.3516,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,64,64,1,2032,1.1541,0.2124,0,16,0,0,1,20971520
v2-D-b64,v2,D,64,65,65,1,2032,5.3147,18.8058,0,16,0,0,60,1258291200
v2-D-b64,v2,D,64,66,66,1,2032,3.8938,18.681,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,67,67,1,1488,0.6638,0.1482,0,32,0,0,0,0
v2-D-b64,v2,D,64,68,68,1,2032,3.7812,4.6985,1696,1984,27,555745280,37,775946240
v2-D-b64,v2,D,64,69,69,1,2032,1.1583,17.9847,0,80,0,0,16,335544320
v2-D-b64,v2,D,64,70,70,1,2032,1.1556,0.2377,0,16,0,0,9,188743680
v2-D-b64,v2,D,64,71,71,1,2032,5.3366,18.7044,0,112,0,0,52,1090519040
v2-D-b64,v2,D,64,72,72,1,2032,3.851,20.2422,576,576,9,188743680,30,629145600
v2-D-b64,v2,D,64,73,73,1,2032,2.972,20.5328,112,128,2,36700160,22,461373440
v2-D-b64,v2,D,64,74,74,1,2032,1.0206,0.3962,0,592,0,0,3,62914560
v2-D-b64,v2,D,64,75,75,1,48,0.0473,0.0631,0,16,0,0,0,0
v2-D-b64,v2,D,64,76,76,1,48,0.0283,0.0376,0,16,0,0,0,0
v2-D-b64,v2,D,64,77,77,1,1920,1.0311,0.4575,0,112,0,0,15,314572800
v2-D-b64,v2,D,64,78,78,1,2032,1.168,0.4391,0,16,0,0,14,293601280
v2-D-b64,v2,D,64,79,79,1,1088,6.5059,7.7579,0,112,0,0,79,1656750080
v2-D-b64,v2,D,64,80,80,1,2032,1.709,2.1791,640,1984,10,209715200,0,0
v2-D-b64,v2,D,64,81,81,1,64,0.0397,0.0419,0,0,0,0,1,20971520
v2-D-b64,v2,D,64,82,82,1,2032,1.3076,17.0529,448,448,7,146800640,16,335544320
v2-D-b64,v2,D,64,83,83,1,2032,1.1397,0.3751,0,112,0,0,5,104857600
v2-D-b64,v2,D,64,84,84,1,2032,1.1617,0.4286,0,16,0,0,18,377487360
v2-D-b64,v2,D,64,85,85,1,560,4.9767,1.8783,0,112,0,0,53,1111490560
v2-D-b64,v2,D,64,86,86,1,2032,1.0426,13.0458,0,592,0,0,16,335544320
v2-D-b64,v2,D,64,87,87,1,48,0.0246,0.0261,0,16,0,0,0,0
v2-D-b64,v2,D,64,88,88,1,2032,1.1603,0.5187,0,16,0,0,12,251658240
v2-D-b64,v2,D,64,89,89,1,2032,4.287,18.7409,0,112,0,0,41,859832320
v2-D-b64,v2,D,64,90,90,1,2032,1.03,0.2222,0,592,0,0,8,167772160
v2-D-b64,v2,D,64,91,91,1,1600,1.8332,1.8478,288,768,5,94371840,17,356515840
v2-D-b64,v2,D,64,92,92,1,2032,1.1458,0.3716,0,112,0,0,12,251658240
v2-D-b64,v2,D,64,93,93,1,1104,4.2834,6.8871,0,112,0,0,56,1174405120
v2-D-b64,v2,D,64,94,94,2,2032,1.6096,1.9634,256,1984,4,83886080,1,20971520
v2-D-b64,v2,D,64,95,95,1,2032,0.61,0.9843,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,96,96,1,2032,1.1586,17.9251,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,97,97,1,2032,0.0583,0.0426,0,2016,0,0,0,0
v2-D-b64,v2,D,64,98,98,1,1152,2.8807,7.2713,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,99,99,1,1696,2.1949,12.9281,0,112,0,0,17,356515840
v2-D-b64,v2,D,64,100,100,1,1808,0.9293,0.3716,0,16,0,0,1,20971520
v2-D-b64,v2,D,64,101,101,3,2032,0.0644,0.0714,0,2016,0,0,0,0
v2-D-b64,v2,D,64,102,102,1,528,3.6339,1.6345,0,112,0,0,43,901775360
v2-D-b64,v2,D,64,103,103,1,2032,1.1585,14.6066,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,104,104,2,1184,3.1155,1.885,784,896,13,256901120,19,398458880
v2-D-b64,v2,D,64,105,105,1,2032,1.1444,17.0034,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,106,106,1,2032,1.1614,0.346,0,0,0,0,7,146800640
v2-D-b64,v2,D,64,107,107,1,2032,4.1571,5.2012,1696,1984,27,555745280,38,796917760
v2-D-b64,v2,D,64,108,108,1,2032,1.1708,16.0147,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,109,109,1,2032,3.8451,18.7466,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,110,110,1,2032,1.1652,0.2942,0,16,0,0,7,146800640
v2-D-b64,v2,D,64,111,111,1,944,4.448,5.4062,0,16,0,0,52,1090519040
v2-D-b64,v2,D,64,112,112,1,2032,2.2611,17.9568,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,113,113,2,2032,3.0944,1.3926,1872,1984,30,613416960,15,314572800
v2-D-b64,v2,D,64,114,114,1,1680,0.8318,12.7662,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,115,115,1,2032,1.1594,0.3971,0,16,0,0,6,125829120
v2-D-b64,v2,D,64,116,116,1,2032,4.6742,19.2595,0,80,0,0,50,1048576000
v2-D-b64,v2,D,64,117,117,1,624,0.1756,0.0553,0,16,0,0,0,0
v2-D-b64,v2,D,64,118,118,1,2032,4.2792,18.7629,0,112,0,0,39,817889280
v2-D-b64,v2,D,64,119,119,1,2032,3.7338,18.7334,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,120,120,1,2032,1.1447,0.4553,0,112,0,0,2,41943040
v2-D-b64,v2,D,64,121,121,1,768,4.3567,3.5882,0,112,0,0,52,1090519040
v2-D-b64,v2,D,64,122,122,1,1968,2.0523,16.8536,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,123,123,1,2032,3.8781,19.907,576,576,9,188743680,29,608174080
v2-D-b64,v2,D,64,124,124,1,2032,1.1455,0.4275,0,112,0,0,2,41943040
v2-D-b64,v2,D,64,125,125,1,2032,4.3717,18.9349,0,112,0,0,50,1048576000
v2-D-b64,v2,D,64,126,126,1,2032,2.9896,3.6794,1984,1984,31,650117120,13,272629760
v2-D-b64,v2,D,64,127,127,1,2032,1.1819,18.3639,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,128,128,1,48,2.7009,0.9213,0,16,0,0,15,314572800
v2-D-b64,v2,D,64,129,129,1,2032,1.1708,18.0543,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,130,130,1,80,2.7057,0.8237,0,16,0,0,15,314572800
v2-D-b64,v2,D,64,131,131,1,2032,1.1936,16.7429,224,512,4,73400320,17,356515840
v2-D-b64,v2,D,64,132,132,1,944,0.3263,0.1067,0,16,0,0,0,0
v2-D-b64,v2,D,64,133,133,1,2032,4.1637,18.8508,0,32,0,0,37,775946240
v2-D-b64,v2,D,64,134,134,1,2032,3.804,18.5052,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,135,135,1,2032,1.1621,0.2357,0,16,0,0,11,230686720
v2-D-b64,v2,D,64,136,136,1,608,4.1332,1.9755,0,112,0,0,42,880803840
v2-D-b64,v2,D,64,137,137,1,416,0.105,0.409,0,16,0,0,6,125829120
v2-D-b64,v2,D,64,138,138,1,48,1.0962,0.2496,0,16,0,0,0,0
v2-D-b64,v2,D,64,139,139,1,2032,1.158,18.028,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,140,140,1,2032,1.1638,0.436,0,0,0,0,4,83886080
v2-D-b64,v2,D,64,141,141,1,2032,3.1739,1.1858,0,112,0,0,36,754974720
v2-D-b64,v2,D,64,142,142,1,1584,0.7532,0.2663,0,16,0,0,13,272629760
v2-D-b64,v2,D,64,143,143,1,768,5.3148,3.6325,0,112,0,0,58,1216348160
v2-D-b64,v2,D,64,144,144,1,1840,1.8823,14.7177,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,145,145,1,2032,3.4585,18.4034,0,112,0,0,27,566231040
v2-D-b64,v2,D,64,146,146,1,1872,3.5504,16.1158,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,147,147,1,2032,3.4753,18.6591,0,112,0,0,28,587202560
v2-D-b64,v2,D,64,148,148,1,64,0.0293,0.0337,0,16,0,0,0,0
v2-D-b64,v2,D,64,149,149,1,48,2.5893,0.8596,0,16,0,0,14,293601280
v2-D-b64,v2,D,64,150,150,1,2032,1.1629,17.934,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,151,151,1,400,0.0877,0.05,0,16,0,0,0,0
v2-D-b64,v2,D,64,152,152,1,2032,4.2924,19.3228,0,16,0,0,36,754974720
v2-D-b64,v2,D,64,153,153,1,784,2.9934,2.9611,0,112,0,0,26,545259520
v2-D-b64,v2,D,64,154,154,1,2032,2.086,17.772,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,155,155,1,2032,3.7981,18.4715,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,156,156,1,2032,1.1608,0.2597,0,16,0,0,7,146800640
v2-D-b64,v2,D,64,157,157,1,2032,4.9317,6.2833,1984,1984,31,650117120,38,796917760
v2-D-b64,v2,D,64,158,158,1,2032,0.0683,0.0433,0,2016,0,0,0,0
v2-D-b64,v2,D,64,159,159,1,688,0.2129,1.7901,0,16,0,0,10,209715200
v2-D-b64,v2,D,64,160,160,1,2032,1.9362,17.8049,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,161,161,1,2032,0.0589,0.0344,0,2016,0,0,0,0
v2-D-b64,v2,D,64,162,162,1,2032,1.1456,0.23,0,112,0,0,12,251658240
v2-D-b64,v2,D,64,163,163,1,2032,4.5019,5.4956,1696,1984,27,555745280,31,650117120
v2-D-b64,v2,D,64,164,164,1,2032,1.1657,18.0966,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,165,165,1,2032,3.6981,18.7844,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,166,166,1,400,2.4278,1.0847,0,112,0,0,19,398458880
v2-D-b64,v2,D,64,167,167,1,16,0.0253,0.0297,0,0,0,0,0,0
v2-D-b64,v2,D,64,168,168,1,2032,1.4897,17.61,0,128,0,0,16,335544320
v2-D-b64,v2,D,64,169,169,1,240,0.0418,0.0363,0,112,0,0,0,0
v2-D-b64,v2,D,64,170,170,1,2032,3.6537,18.8218,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,171,171,1,2032,3.1631,4.035,1440,1984,23,471859200,14,293601280
v2-D-b64,v2,D,64,172,172,1,256,0.0532,0.0889,0,112,0,0,3,62914560
v2-D-b64,v2,D,64,173,173,1,2032,1.3697,17.5467,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,174,174,1,1344,3.2557,9.7637,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,175,175,1,512,1.8807,0.9873,0,112,0,0,11,230686720
v2-D-b64,v2,D,64,176,176,1,864,0.8526,2.8924,0,112,0,0,12,251658240
v2-D-b64,v2,D,64,177,177,1,2032,2.1786,17.7431,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,178,178,1,2032,3.9498,21.6922,112,128,2,36700160,30,629145600
v2-D-b64,v2,D,64,179,179,1,2032,1.1437,0.3642,0,112,0,0,4,83886080
v2-D-b64,v2,D,64,180,180,4,2032,4.4903,5.8083,1984,1984,31,650117120,39,817889280
v2-D-b64,v2,D,64,181,181,1,2032,0.546,0.815,1696,1984,27,555745280,0,0
v2-D-b64,v2,D,64,182,182,3,2032,0.6238,0.9303,1872,1984,30,613416960,0,0
v2-D-b64,v2,D,64,183,183,1,2032,1.1448,17.7426,0,160,0,0,16,335544320
v2-D-b64,v2,D,64,184,184,1,2032,1.1441,0.385,0,112,0,0,5,104857600
v2-D-b64,v2,D,64,185,185,1,2032,4.5861,5.7335,1696,1984,27,555745280,38,796917760
v2-D-b64,v2,D,64,186,186,1,2032,1.1652,18.0956,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,187,187,1,2032,0.0579,0.0334,0,2016,0,0,0,0
v2-D-b64,v2,D,64,188,188,1,2032,3.5998,18.4763,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,189,189,1,2032,1.1619,0.3234,0,16,0,0,7,146800640
v2-D-b64,v2,D,64,190,190,1,2032,4.6743,5.7981,1440,1984,23,471859200,38,796917760
v2-D-b64,v2,D,64,191,191,1,2032,0.0686,0.0444,0,2016,0,0,0,0
v2-D-b64,v2,D,64,192,192,1,2032,1.1496,17.8462,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,193,193,1,48,0.0251,0.03,0,16,0,0,0,0
v2-D-b64,v2,D,64,194,194,1,2032,1.1597,0.4664,0,16,0,0,3,62914560
v2-D-b64,v2,D,64,195,195,1,2032,1.1679,0.5397,0,0,0,0,17,356515840
v2-D-b64,v2,D,64,196,196,1,2032,4.7926,2.2162,0,112,0,0,60,1258291200
v2-D-b64,v2,D,64,197,197,1,2032,1.1605,0.4244,0,16,0,0,9,188743680
v2-D-b64,v2,D,64,198,198,1,2032,5.779,19.1989,0,112,0,0,64,1342177280
v2-D-b64,v2,D,64,199,199,1,2032,3.868,20.1151,576,576,9,188743680,30,629145600
v2-D-b64,v2,D,64,200,200,5,2032,2.563,3.4507,1984,1984,31,650117120,6,125829120
v2-D-b64,v2,D,64,201,201,1,2032,1.1854,18.451,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,202,202,1,2032,3.9608,18.8721,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,203,203,1,2032,1.1615,0.2711,0,16,0,0,7,146800640
v2-D-b64,v2,D,64,204,204,1,2032,5.0304,19.138,0,112,0,0,54,1132462080
v2-D-b64,v2,D,64,205,205,1,2032,3.4971,4.4624,1984,1984,31,650117120,14,293601280
v2-D-b64,v2,D,64,206,206,1,2032,0.5369,0.847,1968,1984,31,644874240,0,0
v2-D-b64,v2,D,64,207,207,1,2032,1.1506,17.8646,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,208,208,1,1648,0.7971,0.2406,0,16,0,0,4,83886080
v2-D-b64,v2,D,64,209,209,1,2032,5.1126,19.277,0,16,0,0,51,1069547520
v2-D-b64,v2,D,64,210,210,1,2032,4.0155,19.0274,0,16,0,0,31,650117120
v2-D-b64,v2,D,64,211,211,1,2032,3.8392,18.7832,0,16,0,0,31,650117120
v2-D-b64,v2,D,64,212,212,1,2032,3.471,4.5484,1696,1984,27,555745280,15,314572800
v2-D-b64,v2,D,64,213,213,1,208,0.0526,0.0829,0,16,0,0,3,62914560
v2-D-b64,v2,D,64,214,214,6,2032,0.9,1.3397,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,215,215,1,1040,0.388,0.6117,944,960,15,309329920,1,20971520
v2-D-b64,v2,D,64,216,216,1,1936,1.2261,16.5602,112,128,2,36700160,16,335544320
v2-D-b64,v2,D,64,217,217,1,2032,1.1396,0.2974,0,112,0,0,7,146800640
v2-D-b64,v2,D,64,218,218,1,2032,3.7748,5.2297,384,384,6,125829120,39,817889280
v2-D-b64,v2,D,64,219,219,1,800,0.2543,0.0895,0,16,0,0,1,20971520
v2-D-b64,v2,D,64,220,220,2,2032,4.173,2.1188,1872,1984,30,613416960,32,671088640
v2-D-b64,v2,D,64,221,221,1,2032,0.0672,0.0449,0,2016,0,0,0,0
v2-D-b64,v2,D,64,222,222,1,2032,1.156,17.9685,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,223,223,1,592,2.9675,1.6951,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,224,224,1,1568,0.7364,7.3314,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,225,225,1,2032,3.299,18.5959,0,16,0,0,24,503316480
v2-D-b64,v2,D,64,226,226,4,2032,3.3346,1.7093,1872,1984,30,613416960,15,314572800
v2-D-b64,v2,D,64,227,227,1,2032,0.5283,0.821,1696,1984,27,555745280,0,0
v2-D-b64,v2,D,64,228,228,1,2032,1.1016,17.0881,0,400,0,0,16,335544320
v2-D-b64,v2,D,64,229,229,1,608,0.1691,0.0516,0,16,0,0,0,0
v2-D-b64,v2,D,64,230,230,1,2032,1.1031,0.3248,0,336,0,0,5,104857600
v2-D-b64,v2,D,64,231,231,1,144,3.3174,1.0206,0,16,0,0,37,775946240
v2-D-b64,v2,D,64,232,232,1,2032,2.3818,18.6477,0,16,0,0,20,419430400
v2-D-b64,v2,D,64,233,233,1,2032,3.9742,18.9511,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,234,234,1,2032,3.4948,4.373,1696,1984,27,555745280,14,293601280
v2-D-b64,v2,D,64,235,235,1,2032,1.1899,18.4604,0,0,0,0,16,335544320
v2-D-b64,v2,D,64,236,236,1,2032,0.058,0.0365,0,2016,0,0,0,0
v2-D-b64,v2,D,64,237,237,1,80,0.0364,0.0425,0,16,0,0,0,0
v2-D-b64,v2,D,64,238,238,1,1088,3.1627,6.2104,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,239,239,1,608,0.1514,0.1812,0,112,0,0,1,20971520
v2-D-b64,v2,D,64,240,240,1,2032,3.2042,18.4584,0,112,0,0,23,482344960
v2-D-b64,v2,D,64,241,241,1,2032,3.9188,20.0859,576,576,9,188743680,29,608174080
v2-D-b64,v2,D,64,242,242,2,2032,2.6651,3.4946,1872,1984,30,613416960,6,125829120
v2-D-b64,v2,D,64,243,243,1,2032,1.1668,18.1068,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,244,244,2,2032,3.6165,2.025,1872,1984,30,613416960,15,314572800
v2-D-b64,v2,D,64,245,245,1,2032,1.1701,18.1424,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,246,246,1,960,3.1252,4.2708,0,112,0,0,28,587202560
v2-D-b64,v2,D,64,247,247,1,2032,0.0582,0.0369,0,2016,0,0,0,0
v2-D-b64,v2,D,64,248,248,1,160,0.0411,0.0578,0,16,0,0,2,41943040
v2-D-b64,v2,D,64,249,249,1,1728,2.183,5.3683,1136,1152,18,372244480,9,188743680
v2-D-b64,v2,D,64,250,250,1,1536,0.6923,5.4871,0,112,0,0,10,209715200
v2-D-b64,v2,D,64,251,251,1,2032,2.8352,3.5052,1696,1984,27,555745280,13,272629760
v2-D-b64,v2,D,64,252,252,1,2032,1.1679,18.0941,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,253,253,1,1152,3.3145,6.9702,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,254,254,1,80,0.0304,0.0278,0,16,0,0,0,0
v2-D-b64,v2,D,64,255,255,1,2032,0.0581,0.0374,0,2016,0,0,0,0
v2-D-b64,v2,D,64,256,256,2,2032,2.2434,1.5738,1808,1920,29,592445440,3,62914560
v2-D-b64,v2,D,64,257,257,1,832,0.257,2.7383,0,112,0,0,12,251658240
v2-D-b64,v2,D,64,258,258,1,2032,2.2368,17.6242,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,259,259,1,2032,1.1619,0.2933,0,16,0,0,5,104857600
v2-D-b64,v2,D,64,260,260,1,2032,4.6033,6.8683,576,576,9,188743680,47,985661440
v2-D-b64,v2,D,64,261,261,1,2032,3.4113,8.6418,1408,1408,22,461373440,24,503316480
v2-D-b64,v2,D,64,262,262,1,80,0.0296,0.0344,0,0,0,0,1,20971520
v2-D-b64,v2,D,64,263,263,1,2032,1.6882,2.3506,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,264,264,1,2032,1.2888,16.3398,640,640,10,209715200,16,335544320
v2-D-b64,v2,D,64,265,265,1,2032,1.0246,0.3951,0,592,0,0,6,125829120
v2-D-b64,v2,D,64,266,266,1,2032,1.1475,0.3838,0,112,0,0,6,125829120
v2-D-b64,v2,D,64,267,267,2,2032,5.0502,6.577,1872,1984,30,613416960,44,922746880
v2-D-b64,v2,D,64,268,268,1,2032,0.6901,1.067,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,269,269,1,96,0.0394,0.0411,0,16,0,0,1,20971520
v2-D-b64,v2,D,64,270,270,1,2032,1.1982,17.8364,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,271,271,1,2032,3.4692,1.7862,1872,1984,30,613416960,14,293601280
v2-D-b64,v2,D,64,272,272,1,2032,1.041,16.0913,0,592,0,0,16,335544320
v2-D-b64,v2,D,64,273,273,1,2032,3.2569,20.1317,240,256,4,78643200,22,461373440
v2-D-b64,v2,D,64,274,274,1,2032,1.1433,0.2956,0,112,0,0,5,104857600
v2-D-b64,v2,D,64,275,275,1,2032,0.0655,0.0621,0,2016,0,0,0,0
v2-D-b64,v2,D,64,276,276,1,2032,5.0452,18.8098,0,112,0,0,52,1090519040
v2-D-b64,v2,D,64,277,277,1,2032,1.1608,0.3246,0,16,0,0,6,125829120
v2-D-b64,v2,D,64,278,278,2,2032,4.9578,3.8443,1504,1664,24,492830720,44,922746880
v2-D-b64,v2,D,64,279,279,1,2032,1.1581,16.6325,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,280,280,1,2032,3.8373,19.1957,0,16,0,0,31,650117120
v2-D-b64,v2,D,64,281,281,1,608,2.8266,1.7217,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,282,282,1,2032,1.1673,14.7706,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,283,283,2,2032,3.6618,4.7668,1984,1984,31,650117120,15,314572800
v2-D-b64,v2,D,64,284,284,1,2032,0.0676,0.0457,0,2016,0,0,0,0
v2-D-b64,v2,D,64,285,285,1,2032,1.1611,18.0467,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,286,286,1,112,2.9108,1.016,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,287,287,1,2032,1.2312,18.0394,0,112,0,0,16,335544320
