k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
113,47,near_reuse,1,1.1067,0,0,5,16
114,58,repeated,2,2.0104,688,11,12,704
115,43,repeated,2,1.9626,880,14,14,896
116,18,far_reuse,1,1.0919,0,0,11,16
117,17,repeated,2,1.0767,0,0,5,16
118,17,repeated,1,0.1058,0,0,10,1920
119,53,far_reuse,1,1.0724,0,0,4,16
120,44,repeated,1,2.0232,880,14,14,896
121,23,repeated,2,1.6781,624,10,12,640
122,20,repeated,2,1.2104,880,14,16,896
123,49,far_reuse,1,1.1628,0,0,10,16
124,13,far_reuse,1,1.1549,0,0,3,16
125,38,far_reuse,1,1.1196,0,0,13,16
126,41,repeated,2,1.5136,688,11,6,704
127,28,far_reuse,1,1.1503,0,0,11,16
